,Score,Smiles
6328,0,COc1ccc(Br)c(Br)c1O
6329,0,O=C(O)C(=S)SSC(=S)C(=O)O
6330,0,FC1=NN=C(F)C1=NNCC1CCNCC1
6331,0,O=C(O)c1cc(CO)c(O)c(C(=O)O)c1
6332,0,C[C@]1(N)CNCCNC[C@@](C)(N)CNCCNC1
6333,0,O=P(O)(CF)CF
6334,1,Cc1ccc(C(=O)O)c(-c2ccccc2C(=O)O)c1
6335,0,Brc1csc(Br)c1Br
6336,0,C[C@@H](Br)CC(C)(C)Br
6337,0,FC1=C(F)[C@@H]2O[C@H]1C1=C2[C@H]2C=C[C@@H]1CC2
6338,0,O=CO[C@@H]1Cc2ccccc2N(C=O)C1
6339,0,C[C@H]1N=C(C=O)N=C(C=O)N1c1ccc(Cl)cc1
6340,0,BrC1=C(Br)[C@H]2C=C[C@@H]1CC2
6341,0,CC(C)(C)c1ccc2c(N)c3ccccc3c(N)c2c1
6342,0,CC(C)(C)c1cc(CC(=O)O)cc(CC(=O)O)c1
6343,0,COc1cc(C#CN)c(OC)cc1C#CN
6344,0,[H]/N=C(\F)c1ccc2[nH]c3ccc(/C(F)=N\[H])cc3c2c1
6345,0,Brc1ccccc1-c1c(Br)c2ccccc2c2ccccc12
6346,0,CN1C=C(C(=O)O)C=C[C@@H]1c1c(C(=O)O)[nH]c2ccccc12
6347,0,Ic1cccc2c1[nH]c1c3[nH]c4c(I)cccc4c3c3c4cccc(I)c4[nH]c3c21
6348,0,O=C(O)C1=NN=C(C(=O)O)C1=NNc1cccnc1
6349,1,Cc1cc(Br)c(Br)cc1Br
6350,1,O=Cc1ccc2c(c1)[nH]c1cc(C=O)ccc12
6351,0,O=C(O)C(=S)C(=S)C(=O)O
6352,0,CC1=C(I)C(=O)N2C(=C(I)CC[C@@H]2C)N1
6353,0,Cc1c(I)ccc(O)c1I
6354,0,OC(CI)=NCCI
6355,1,Cc1cc(C)c([C@@H](N)[C@H](N)c2c(C)cc(C)cc2C)c(C)c1
6356,0,O=C(O)C1=N[C@@H](c2ccccc2)N(c2ccc(Cl)c(Cl)c2)C(C(=O)O)=N1
6357,0,OC[C@@H]1C[C@H](CO)[C@H](O)C[C@@H]1O
6358,0,Cc1ccc([C@@H](Cl)[C@H](Cl)c2ccc(C)cc2)cc1
6359,0,O=Cc1ccc(I)c(C=O)c1O
6360,0,CC1(C)CCC[C@@]2(C)[C@@H]1[C@H](O)C=C(N)[C@]2(N)O
6361,0,O=C1CC(F)=NC(F)=N1
6362,0,O=Cc1[nH]c2ccc(Br)cc2c1C=O
6363,0,O=C(Cl)O[C@H]1CCC[C@H]1Cl
6364,0,C[C@H]1N=C(F)N=C(F)N1c1ccc(Cl)c(Cl)c1
6365,0,Cc1c(C)c2c(c(C(=O)O)c1C)CCc1c(C)c(C)c(C)c(C(=O)O)c1CC2
6366,0,IC=C1SC(I)=C(I)S1
6367,0,OC(=N[C@@H]1C=C[C@@H](Br)C[C@H]1Br)OCc1ccccc1
6368,0,CC[C@H](Cl)CCCl
6369,1,Brc1c[nH]c2ccc3c(ccc4[nH]cc(Br)c43)c12
6370,0,S=C(Cl)Nc1ccc(-c2ccc(NC(=S)Cl)cc2)cc1
6371,0,IC[C@H]1C[C@H]2C[C@@H]1C[C@H]2CI
6372,0,N=C(I)N[C@H]1[C@H](O)[C@@H](NC(=N)I)[C@@H](O)[C@@H](O)[C@@H]1O
6373,0,C=C1[C@H](C)CC[C@]2(C)[C@@H]1CC=C(C=O)[C@]2(O)C=O
6374,0,O=CC[C@@]1(C=O)CN2CCC1CC2
6375,1,Cc1c(C=O)cc(C=O)c(O)c1C
6376,1,[H]/N=C1/C=C(N)/C(=N\[H])C=C1N
6377,0,[H]/N=C(/Br)N(/N=C(/C)C=O)/C(Br)=N\[H]
6378,0,C[C@@H]1C[C@@H](C[C@@H]2CC[C@@H](C=O)[C@H](C)C2)CC[C@@H]1C=O
6379,0,O=CC1=C(C=O)CC1
6380,0,CC1(C)C(C=O)=C(Cl)CC(Cl)=C1C=O
6381,0,Oc1nc2c(ccc3c(O)c(Br)c(O)nc32)c(O)c1Br
6382,0,CC(C)(C)S(=O)(=O)c1cc(C=O)sc1C=O
6383,0,C[C@@H]1CC[C@@H]2C(C)(C)[C@H](O)[C@H](O)C[C@]2(C)[C@@]12Cc1c(O)cc(C=O)c(C=O)c1O2
6384,0,O=C(O)[C@H](c1ccccn1)[C@@H](C(=O)O)c1ccccn1
6385,0,Fc1ccc(F)[nH]1
6386,0,C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@H]2[C@@H](O)C[C@]2(F)[C@H](C(=O)F)CC[C@H]12
6387,0,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1
6388,0,FCC1(F)CCCC1
6389,1,Nc1cc(N)cc(-c2cccc(-c3cc(N)cc(N)c3)c2)c1
6390,0,COc1cc(C)cc2c1C(=O)C(I)=C(c1c(C)cc3c(c1OC)C(=O)C(I)=CC3=O)C2=O
6391,1,O=Cc1ccc2c(c1-c1c(C=O)ccc3c1C(=O)c1ccc(Cl)cc1C3=O)C(=O)c1ccc(Cl)cc1C2=O
6392,0,NNc1cc2c(cc1N)OCO2
6393,0,COc1ccc(CO)c(CO)c1O
6394,0,Ic1ccc2c(c1-c1c(I)ccc3c1-c1ccccc1-3)-c1ccccc1-2
6395,0,C[C@H](F)C[C@H](C)F
6396,0,FN1CN(F)CN(F)C1
6397,0,[H]/N=C(\C=O)N1CCC(CC=O)CC1
6398,0,O=C/C1=C/NCCC/N=C/C(C=O)=C\NCCC\N=C/1
6399,0,ClC[C@@H]1CCC[C@@H](Cl)C1
6400,0,Cc1ccc2cc(-c3ccccc3N)c(N)c3c2c1CC3
6401,1,COc1c(C=O)cc(C(C)(C)C)cc1C=O
6402,0,F/N=c1/c2ccccc2c2nc3/c(=N/F)c4ccccc4c3nc12
6403,0,ICC(CI)c1ccccc1
6404,0,C[C@@H](C=O)CC=O
6405,0,CC(C)/C(Cl)=C/C(=S)Cl
6406,1,Fc1ccc(-c2cc(-c3ccc(F)cc3)nc(-c3ccc(F)cc3)c2)cc1
6407,0,ClN1CCCN(Cl)CCN(Cl)CCCNCC1
6408,0,CC1(C)O[C@H](CF)[C@H](CF)O1
6409,1,C[C@H](CO)C(C)(C)CO
6410,0,N=c1cc(N)[nH]c(=N)[nH]1
6411,0,N=C(N)CN
6412,0,N=C(N)SC[C@H]1CNC(=N)S1
6413,0,CCO[C@@H]1CC[C@@H](N)[C@@H](CN)O1
6414,0,O=C/C=C/C#C/C=C/C=O
6415,0,F[C@H]1[C@@H]2CC[C@@H](C2)[C@H]1F
6416,1,C[C@H](N)CN
6417,0,Clc1ccccc1SSc1ccccc1Cl
6418,0,I[C@H]1[C@H](I)[C@H]1I
6419,0,SC1=NCCCN=C(S)Nc2ccccc2N(I)CCN(I)c2ccccc2N1
6420,0,Cn1c(CO)cc(CO)c1CO
6421,0,CC1=C(F)[C@H](CF)CC1
6422,0,O=C(O)[C@H]1[C@H]2CC[C@@]13C(=O)CC[C@H]3[C@H](C(=O)O)C2
6423,0,Ic1ccnc(-c2nccc(I)n2)n1
6424,0,CC[C@@](C)(I)CI
6425,0,Clc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)cc2-c2ccc(Cl)cc2)cc1
6426,0,Cc1cc(Br)c2c(c1)c(C)c(C(=O)O)n2C(=O)O
6427,0,CC(=O)[C@H]1[C@H]2C=C[C@H]([C@@H]2C=O)[C@H]1C=O
6428,0,COc1cc(O)c(C=O)c(O)c1C=O
6429,0,CC(O)=Nc1ccc(NN=C2C(Br)=NN=C2Br)cc1
6430,0,N=C(I)N/N=C1/C/C(=N\NC(=N)I)c2ccccc21
6431,0,O=c1nc(O)c(/C=C/Br)cn1[C@H]1C[C@H](CO)[C@H](CCO)O1
6432,1,O=C(O)c1cccc(C(=O)O)n1
6433,0,N=C(N)NCCCN
6434,0,I[C@H]1CC[C@@H](I)CC1
6435,0,C=C1[C@@H](C)CC[C@]2(C)[C@@H]1CC=C(C=O)[C@]2(O)C=O
6436,0,I[C@H]1CC[C@H](I)CC1
6437,0,O=C(O)[C@@H](Br)C[C@H]1C[C@H]1Br
6438,0,Brc1ccc(-c2ccc(Br)s2)[nH]1
6439,0,N#CC1=C(c2ccc(Cl)cc2)[C@@H](F)S/C1=C/F
6440,0,CC[C@H](N)C(N)(O)O
6441,0,S=C(Cl)[C@H](Cl)Cc1ccccc1
6442,1,N[C@@H](c1ccc(C(F)(F)F)cc1)[C@H](N)c1ccc(C(F)(F)F)cc1
6443,0,COC[C@H](CC(=O)O)C(=O)O
6444,0,FC1=Cc2ccccc2N(F)c2ccccc21
6445,0,[H]/N=C(/CO)c1ccc(-c2nc3cc(/C(CO)=N\[H])ccc3[nH]2)cc1
6446,0,O=CC1=C(C=O)[C@H]2C=C[C@@H]1C2
6447,0,O=C1CCN(Br)C[C@@H]1CBr
6448,1,Nc1ccccc1N
6449,0,N=C(N)SCCN
6450,0,COc1c(Cl)sc2c(Cl)c3cccccc-3c12
6451,0,O=C[C@@H](c1ccc(C(F)(F)F)cc1)[C@@H](C=O)c1ccc(C(F)(F)F)cc1
6452,0,NC[C@H]1c2ccccc2C[C@H]1N
6453,0,C[C@H](C=O)CCC=O
6454,1,CC1(C)N=C(Br)N=C(Br)N1Cc1ccc(Cl)cc1
6455,0,O=C(CF)OCCF
6456,0,Cn1c2ccccc2c2nc3c(nc21)N=C(O)N1[C@H]3OC[C@H](C=O)O[C@@H]1C=O
6457,0,N=C(N)SCCSC(=N)N
6458,0,O=C[C@@]12C[C@H]3C[C@@H](C1)C[C@]([C@@H]1[C@H]4C[C@@H]5C[C@H](C4)C[C@@]1(C=O)C5)(C3)C2
6459,1,OCc1ccc2c(ccc3cc(CO)ccc32)c1
6460,0,CC(C)(C)Sc1cc(O)c(Br)cc1Br
6461,0,OC[C@H]1Nc2cncnc2N[C@@H]1CO
6462,0,IC1=CC2=CC3=CC4=CC=CC=C(C=C(C=C(C=C(I)C1)C2)C3)C4
6463,0,I[C@@H]1[C@H]2c3ccccc3[C@H](c3ccccc32)[C@H]1I
6464,0,CC1(C)O[C@@H](Br)[C@H]2[C@H](CBr)C(=O)c3ccccc3[C@@]2(C)O1
6465,0,C[C@@H]1N=C(F)N=C(F)N1c1cccc(Cl)c1
6466,1,Brc1ccc(-c2ccc([C@]34CC5C[C@](c6ccc(-c7ccc(Br)cc7)cc6)(C3)C[C@@](c3ccc(-c6ccc(Br)cc6)cc3)(C5)C4)cc2)cc1
6467,0,CC1(C)N=C(C(=O)O)N=C(C(=O)O)N1OCc1ccc(Cl)c(Cl)c1
6468,1,C[C@H](I)c1ccc(-c2ccc([C@H](C)I)cc2)cc1
6469,0,C[C@H](ON1C(I)=NC(I)=NC1(C)C)c1ccc(Cl)cc1Cl
6470,1,O=C(O)c1cc(C(=O)O)c2ccc3cccc4ccc1c2c43
6471,0,OC[C@H]1[C@H](O)C=C[C@@H](O)[C@H]1CO
6472,0,O=CCC[C@@H](C=O)C(=O)N1CCCCC1
6473,0,OCC1=NN=C(CO)C1=NNc1ccccc1
6474,1,Cc1ccc([C@@H](N)[C@H](N)c2ccc(C)cc2)cc1
6475,0,[H]/N=C(\I)c1ccc2nn(-c3ccc(/C(I)=N\[H])cc3)cc2c1
6476,0,BrC/C=C1\C=CC=C1Br
6477,0,O=Cc1cc(C=O)c(Br)c(C=O)c1O
6478,0,CC(C)(C)/C(C#CC#C/C(=C\C=O)C(C)(C)C)=C/C=O
6479,0,N=C(CN)NO
6480,1,OCc1ccc(C#Cc2ccc(C#Cc3ccc(CO)cc3)cc2)cc1
6481,0,CN1C=CC(=C2C=C(C(=O)O)S(=O)(=O)C(C(=O)O)=C2c2ccccc2)C=C1
6482,0,O=C(O)c1cc(Br)c(O)c(C(=O)O)c1O
6483,0,O/C=C1/C(F)=C(F)c2ccccc21
6484,0,CC(C)(C)OC(O)=NC(CF)CF
6485,0,C[C@H](N)C(O)=N[C@@H]1CCCC[C@H]1N=C(O)[C@H](C)N
6486,0,O=C/C=C\[C@@H](I)C=O
6487,0,CC(C)(Br)[C@@H]1C[C@H](Br)c2ccccc21
6488,0,C[C@H]1C[C@@H](O)[C@@H](CF)[C@@H]1F
6489,0,Ic1ccc2ccc3c(I)ccc4ccc1c2c43
6490,0,N[C@H](C[C@H]1CC[C@@H](N)CC1)C(=O)O
6491,0,F[C@@]12O[C@@H](c3ccccc31)[C@@H]1c3ccccc3[C@@]12F
6492,0,C[C@]12C=C(Cl)[C@](O)(Cl)C[C@@H]1CCCC2
6493,0,CC(=O)O[C@@H]1CC[C@@H]2C[C@]2(N)[C@@H]1N
6494,0,N=C(N)NC(=N)N
6495,0,Cn1c(=O)nc(O)c2nc(Cl)c(Cl)nc21
6496,0,CC1(C)C2C3C(C)(C)C4(O)C(=O)C3(F)C4(Cl)C3(Cl)C(=O)C1(O)C23F
6497,0,N=C1N=NC(N)=C1NNc1ccc(I)cc1
6498,0,CC(C=O)=C1NC(=C(C)C=O)NC(=C(C)C=O)N1
6499,0,CC1(C)N=C(Br)N=C(Br)N1c1ccc(C(F)(F)F)cc1
6500,0,O=CC1=NN=C(C=O)C1=NNc1ccc(Cl)cc1
6501,0,CC[C@@H]1N=C(I)N=C(I)N1c1ccc(Cl)cc1
6502,0,COc1cc(C=O)c(C=O)c2c1C[C@]1(O2)[C@@H](C)CC[C@H]2C(C)(C)C=CC[C@]21C
6503,0,SC(Cl)=NN=C1C=CC(=N/N=C/Cl)C=C1
6504,0,Cc1ccc(N=C(S)I)cc1N=C(S)I
6505,0,N=C(F)SC[C@H]1CN=C(F)S1
6506,0,COc1cc(NN=C2C(C(=O)O)=NN=C2C(=O)O)cc(C(F)(F)F)c1
6507,0,O=Cc1ccc(-c2ccc(C=O)c(Cl)c2)cc1Cl
6508,0,Nc1cc(N)c(N)[nH]1
6509,0,O=C(O)[C@H](c1ccc(C(F)(F)F)cc1)[C@@H](C(=O)O)c1ccc(C(F)(F)F)cc1
6510,0,C[C@@H]1CN(C=O)CCN1C=O
6511,0,OB(O)c1cc(Cl)cc(Cl)c1
6512,0,O=C1C[C@H](c2ccc(F)cc2)N1c1ccc(F)cc1
6513,0,Cc1ccc(NN=C2C(C=O)=NN=C2C=O)cc1
6514,0,O=C1C(Br)=C(C2=C(Br)C(=O)c3ccccc3C2=O)C(=O)c2ccccc21
6515,0,COc1cc(OC)cc(N2C(CO)=NC(CO)=NC2(C)C)c1
6516,1,Nc1ccc(C#Cc2cc(C#Cc3ccc(N)cc3)cc(C#Cc3ccc(N)cc3)c2)cc1
6517,0,NC1=C(N)CC1
6518,0,Clc1cn(-c2ccccc2)cc1Cl
6519,0,Cc1cc(CCl)c(O)c(CCl)c1
6520,0,BrN=C1CNCC(NBr)=N1
6521,0,ClC1=CCC=C1Cl
6522,0,O[C@H](F)CF
6523,0,NC[C@@H]1O[C@@H](O[C@H]2[C@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
6524,0,O=C(O)C1=NN=C(C(=O)O)C1=NN[C@H]1CNCCO1
6525,0,N[C@H]1[C@@H]2CC[C@@H](C2)[C@H]1N
6526,0,C#CC1C(F)=CN(c2cc(C)cc(C)c2)C=C1F
6527,0,Fc1cn(-c2ccccc2)cc1F
6528,0,CC1=C[C@H]2OC=C(I)[C@@](C)(I)[C@H]2[C@H](CO)C1
6529,0,Cl[C@H]1C[C@@H]2C[C@H]1C[C@@H]2Cl
6530,0,Cl[C@H]1[C@H](c2ccccc2)C[C@@H](Cl)[C@]23OCCO[C@]12OCCO3
6531,0,O=C(O)[C@H](F)[C@H](F)c1ccccc1
6532,1,COc1cc(C=O)c(Br)c(C=O)c1
6533,0,NC[C@@H]1CC[C@@H](CN)O1
6534,0,CC(=O)O[C@H]1CC[C@]2(C)C[C@]2(C=O)[C@@H]1C=O
6535,0,N=C(N)N/N=C1/CC[C@@H]2[C@H](CC[C@@H]3C/C(=N/NC(=N)N)CC[C@H]32)C1
6536,0,CC1(C)O[C@@H]2[C@H](CO)CSC[C@H](CO)[C@H]2O1
6537,0,C[C@H]1OC(=O)C(C=O)=C1C=O
6538,0,O=C(O)/C(=N\O)c1ccc(/C(=N\O)C(=O)O)cc1
6539,0,Cl[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2[C@H]3[C@@]14Cl
6540,0,CCC1(CC)C(=O)N=C(Cl)N=C1Cl
6541,0,CC1(C)[C@H](C=O)CC[C@@]1(C)C=O
6542,0,CC(=O)O/C(N)=C(\N)Br
6543,0,I[C@H]1CCC[C@H]1I
6544,1,O=C(O)c1cc2ccccc2c(-c2nc(C(=O)O)cc3ccccc23)n1
6545,0,CC(C)(C)C(=O)c1cc(Cl)[nH]c1Cl
6546,1,NC1=CC(=O)C(=O)C=C1N
6547,0,Nc1ccsc1N
6548,0,Fc1c2ccc(ccc3ccc(o3)c(F)c3ccc(ccc4ccc1o4)o3)o2
6549,0,O=C1CCN(I)C[C@H]1CI
6550,0,C[C@](I)(C(=S)I)c1ccccc1
6551,0,O/N=C(\I)CCI
6552,1,Fc1ccc(C#Cc2cc(F)cc(F)c2)cc1
6553,0,O=C(O)c1c2cccccc2n2c(C(=O)O)c(-c3ccccc3)nc12
6554,0,CC[C@H](C)[C@H](I)C(O)=NCCN=C(O)[C@H](C)I
6555,0,[H]/N=C(/CO)c1ccc2cc(/C(CO)=N\[H])[nH]c2c1
6556,0,CC(C)[C@H]1CC[C@@]2(C)[C@@H](C=O)[C@@H]1[C@@H](C=O)[C@]2(C)O
6557,0,Fc1cc2ccc3[nH]cc(F)c3c2[nH]1
6558,0,N=C(I)N[C@H]1CC[C@H]([C@H](I)C(=O)O)CC1
6559,0,N[C@H]1C[C@@H](N)[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2N)[C@@H](O)[C@H]1O
6560,0,FCC(F)(c1ccccc1)c1ccccc1
6561,0,OCc1cc(CO)c2cc(CO)ccc2c1
6562,0,CC1(C)O[C@H](N)[C@@H]2[C@@H](C(=N)O)C(=O)c3ccccc3[C@@]2(C)O1
6563,0,CC1(C)N=C(CO)N=C(CO)N1Cc1ccccc1
6564,0,CC1(C)C[C@H](Cl)C[C@](C)(CCl)C1
6565,0,CCOC(=O)C1=C(F)N=C(F)CC1
6566,0,N#C/C(Cl)=C\CCl
6567,0,CC1(C)C[C@@H](F)C[C@](C)(CF)C1
6568,0,Cc1cc(C)c2cc(C=O)c(C=O)c-2c(C)c1
6569,0,OC[C@]12CC[C@](CO)(CC1)CC2
6570,0,O=C(CI)OCCI
6571,0,C#C[C@H](I)CCCI
6572,0,Brc1sc(Br)c2c1Nc1ccccc1N2
6573,0,C[C@H](Br)CBr
6574,0,Nc1ccc([C@H]2c3cc(c(O)cc3O)[C@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc2c(O)cc3O)cc1
6575,0,BrCc1ccc2c(c1)CN1CN2Cc2cc(CBr)ccc21
6576,0,N#CC1=C(N)SC(N)=C(C#N)C1c1ccccc1F
6577,0,OC[C@@H]1[C@H]2c3ccccc3[C@H](c3ccccc32)[C@H]1CO
6578,0,CC(C)(C)Oc1cc(C(=O)O)sc1C(=O)O
6579,1,O=Cc1ccc(N(c2ccccc2)c2ccc(C=O)cc2)cc1
6580,0,Cc1cc(N(C)C)c(N)c(C)c1N
6581,0,C[C@@H](CI)[C@@H](C)CI
6582,0,CS[C@]1(F)C[C@H]1F
6583,0,Brc1c(Br)n(-c2ccccc2)c2ccccc12
6584,0,FCC#Cc1ccccc1C#CCF
6585,0,N#CC1=C(C=O)SC(C=O)=C(C#N)C1c1ccccc1F
6586,0,FO[C@@H]1C[C@H]1F
6587,0,O/C=C(\F)c1[nH]nc(Cl)c1F
6588,0,O/C=C(/F)c1[nH]nc(Cl)c1F
6589,0,CC1(C)N=C(Br)N=C(Br)N1OCc1ccccc1
6590,0,N#C/C1=C/c2cc(CO)cc(c2)/C(C#N)=C\c2cc(CO)cc(c2)/C(C#N)=C\c2cc(CO)cc(c2)/C(C#N)=C\c2cc(CO)cc(c2)/C(C#N)=C\c2cc(CO)cc1c2
6591,0,CC(=O)[C@@H]1C(C)(C)C[C@]2(C)C[C@H](I)C[C@]12I
6592,1,C[C@@H](N)[C@H](N)c1ccccc1
6593,0,COc1ccc(CN2C(C(=O)O)=NC(C(=O)O)=NC2(C)C)cc1
6594,0,CN1C=CC(=C2C=C(Cl)S(=O)(=O)C(Cl)=C2c2ccccc2)C=C1
6595,0,IN1CCN(I)c2ccccc21
6596,0,Cl[C@H]1CCCC[C@@H]1SS[C@H]1CCCC[C@H]1Cl
6597,0,Cc1cc(=O)oc2c(C=O)c(O)c(CC=O)cc12
6598,0,Clc1ccnc(Cl)c1
6599,0,O=CC1=C(C=O)C(=O)c2ccccc2C1=O
6600,0,CC1(C)[C@@H]2C[C@H]1CC[C@]2(C=O)CC=O
6601,0,C[C@@H](I)[C@H](I)C(=O)O
6602,0,OCCc1cc(Cl)cc(CCO)c1
6603,0,CC1(C)[C@@H](F)CC[C@@]1(C)F
6604,0,CC1(C)N=C(Br)N=C(Br)N1Cc1ccccc1
6605,0,N=C(N)c1ccc(-c2cc3cc(C(=N)N)ccc3s2)cc1
6606,0,OCC1=NC2(CCCCC2)N(OCc2ccccc2)C(CO)=N1
6607,0,CC1(C)C=C(c2ccc(C=O)s2)CC(C)(C)N1C=O
6608,0,Cc1cc(C(=O)O)c(C(=O)O)o1
6609,1,BrCCCCCBr
6610,0,Oc1ccc2ccccc2c1NN=C1C(I)=NN=C1I
6611,0,O=CC1=CO[C@H]2O[C@@H]1OC=C2C=O
6612,0,Fc1ccc([C@H](Cl)[C@H](Cl)c2ccc(F)cc2)cc1
6613,0,O=CC(=S)Nc1cccc(NC(=S)C=O)c1
6614,0,NC1(C2(N)CCCCC2)CCCCC1
6615,1,Fc1ccc(-c2ccc(C(c3ccc(-c4ccc(F)cc4)cc3)c3ccc(-c4ccc(F)cc4)cc3)cc2)cc1
6616,1,CC(C)(C)c1cc(C(C)(C)C)c(C(=O)O)cc1C(=O)O
6617,0,CC(O)(CCl)CCl
6618,0,Nc1cc(N)c(N)s1
6619,1,N[C@H](C(=O)O)[C@H](N)c1ccccc1
6620,0,IC[C@]12CCCN3CC[C@@H]4c5ccccc5N(I)[C@]4(CC1)[C@@H]32
6621,0,OC1[C@@H](O)[C@@H](F)C[C@H](F)[C@@H]1O
6622,0,Nc1cc(N)c(Cl)c(N)c1
6623,1,NC[C@@H]1CC[C@H](CN)O1
6624,1,Fc1ccc(-c2ccc(-c3ccc(-c4ccc(F)cc4)cc3)cc2)cc1
6625,0,I[C@H]1CCC[C@@H]1[C@H]1CCC[C@H]1I
6626,0,Clc1c(Cl)c(CI)c(Cl)c(CI)c1Cl
6627,0,O=C1C(CO)=C(CO)C(=O)c2ncccc21
6628,0,CC(C)(C)Sc1cc(O)c(I)cc1I
6629,0,IN1CCN(I)CCN(I)CC1
6630,0,OCC/C(CO)=N\O
6631,0,O=C(O)[C@@H]1c2ccccc2C[C@H]1C(=O)O
6632,0,O=CCC1(C=O)CCCCCC1
6633,0,O=C(O)c1cc(C(=O)O)c2cccc(C(=O)O)c2c1
6634,0,O=CC[C@H](O)[C@H]1NC(C=O)=N[C@@H]1C(=O)O
6635,0,Cl[C@H]1CCCCCC[C@@H]1Cl
6636,0,COc1ccc2c(c1)[C@]1(Br)CCC[C@@](C)(Br)[C@@H]1CC2
6637,0,CC1(C)N=C(Cl)N=C(Cl)N1O
6638,0,I[C@H]1CC2(C[C@H](I)C2)C1
6639,0,O=C(O)/C(CC/C(=N\O)C(=O)O)=N/O
6640,0,Ic1cccc2[nH]c3c4[nH]c5cccc(I)c5c4c4c([nH]c5cccc(I)c54)c3c12
6641,0,Cn1c(Cl)c(C(=O)O)c(C(=O)O)c1N1CCCCC1
6642,0,CN[C@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)C[C@H](N)[C@H](O)[C@H]2O)OC[C@]1(C)O
6643,0,Brc1ccc2nc(Br)cn2c1
6644,0,NC(=Nc1ccc(CC(=O)O)cc1)C(=O)O
6645,0,NC1=C[C@H]2[C@H]3C=C[C@@H]1C=C(N)[C@@H]23
6646,0,O/N=C(\I)CC/C(I)=N\O
6647,0,CC1=C(C(=O)O)C(=O)c2c(CO)c3n(c2C1=O)C[C@H](C(=O)O)C3
6648,0,C[C@@H](CC[C@@H](C)C(=O)O)C(=O)O
6649,0,CC1(C)[C@H](F)C[C@H]1CF
6650,0,BrCc1cccc(-c2cccc(CBr)n2)n1
6651,0,O=Cc1ccccc1-c1ccc2c(C=O)cccc2c1
6652,0,CC1(C)N=C(F)N=C(F)N1c1ccccc1
6653,0,CC1C[C@@H](I)/C=C\C=C/[C@H](I)C1
6654,0,Cl[C@]12CCCC[C@@]1(Cl)CCCC2
6655,0,Oc1nc2c(ccc3c(O)c(Cl)c(O)nc32)c(O)c1Cl
6656,0,[H]/N=C1/C=C(F)/C(=N/[H])C=C1F
6657,0,Cn1cc(C(=O)O)c2nc3c(C(=O)O)cn(C)c(=O)c3c(-c3ccccc3)c2c1=O
6658,0,N#CC1=C(C(=O)O)SC(C(=O)O)=C(C#N)C1c1ccco1
6659,0,C[C@H](C(=O)O)[C@H](C)C(=O)O
6660,0,O=CC1=CC=CC2=CC=CC(C=O)=C1C2
6661,0,Nc1ccc2c(c1)[C@H]1c3ccc(N)cc3[C@@H]2c2cc(N)ccc21
6662,0,CC(=O)c1cccc(N2C(Br)=NC(Br)=NC2(C)C)c1
6663,0,F[C@H]1[C@H]2c3ccccc3[C@H](c3ccccc32)[C@@H]1F
6664,0,C[C@@]1(CC=O)CCCC[C@@]1(C)C=O
6665,0,[H]/N=C(\F)C/C(F)=N\[H]
6666,0,COC(=O)[C@]1(C)CC[C@H]2[C@](N)(CC[C@@H]3[C@@](C)(N)CCC[C@]32C)C1
6667,0,CC1(C)[C@@H]2C[C@H]1CC[C@]2(CC(=O)O)C(=O)O
6668,0,[H]/N=C(/C(=O)O)c1ccc(-c2cc3cc(/C(=N\[H])C(=O)O)ccc3o2)cc1
6669,0,Cc1c2cc(C(=O)O)c(c1C)CCc1cc(C(=O)O)c(c(C)c1C)CC2
6670,0,N=C(CO)NC(=N)N1CCN(C(=N)NC(=N)CO)CC1
6671,0,CCC[C@@H](I)CI
6672,0,C#CC1C(C(=O)O)=CN(c2ncccn2)C=C1C(=O)O
6673,0,Oc1c(I)cc(I)c2c1CCC2
6674,0,FCc1c2ccccc2c(CF)c2ccccc12
6675,0,O=CC1=NN=C(C=O)C1=NNc1ccc(O)cc1
6676,0,Fc1cccc(C#Cc2ccccc2F)c1
6677,0,COc1c(I)cc(C(F)(F)F)cc1I
6678,0,I[C@@H](c1cccc2ccccc12)[C@H](I)c1cccc2ccccc12
6679,0,IC1=CC=C[C@@H]1I
6680,0,COc1c(O)c(I)c(Br)c(I)c1O
6681,0,CC1(C)O[C@@H]2[C@H](Cl)O[C@@H](Cl)[C@@H]2O1
6682,0,O/N=C(I)/C(I)=N\O
6683,0,C[C@H]1CCC[C@@]2(C)[C@H]1CC=C(I)[C@@H]2I
6684,0,OC(=NCl)N=C(O)NCl
6685,0,OC[C@@H]1O[C@@H](O)[C@H](Cl)[C@@H](Cl)[C@H]1O
6686,0,CC1(C)N=C(C(=O)O)N=C(C(=O)O)N1c1ccc(O)cc1
6687,0,O=Cc1coc(-c2ccc3c(c2)OCO3)c1C=O
6688,0,OCC[C@@H](Cl)CCl
6689,1,N[C@H]1CCCC[C@H]1N
